,wine_id,seo-name,vintage_id,wine,winery,year,country,region,wine_style,wine_style_description,ratings_average,ratings_number,all_vintage_ratings_average,all_vintage_ratings_count,price,original_price,price_type,grapes,interesting_facts,body_rating,body_description,vivino_type_id,genre,bottle_type,acidity,sweetness,intensity,tannin,fizziness,suggested_food_pairining,flavor_words
22,76031,grao-vasco-dao-tinto-2019,159498638,Grão Vasco Dão Tinto 2019,Grão Vasco,2019,Portugal,Dão,Portuguese Dão Red,"Dão red wines come from a wide variety of grapes. They include Touriga Nacional, Alfrocheiro, Tinta Roriz, Jaen, Baga, Bastardo and Tinta Pinheira. The wines can range from thin to full-bodied due to multiple altitudes that these wines are grown in.

The wines normally are packed with plum and cherry flavors which are supported by firm tannins. They pair well with a wide range of food making them an easy choice for a dinner.

Being surrounded by mountains on all sides has its advantages. The Dão region is protected from the climate of the continent and from the ocean. The elevation also gives the wine much of its character. Elevation ranges between 600 feet to 3,000 feet at some points.

Most vineyards have small plots dotted through various hillsides and elevations. The soil is very poor making for stronger vines that can survive the shifts from cool nights to hot days.

The region is still considered off the beaten path and great value can be found in many of the wines. The lusher wines have the ability to age for up to 20 years or possibly more.",3.6,2023,3.4,17019,4.99,,vc,Touriga Nacional,"['Dão nobre (means noble Dão), this is saved for reserve wines.', 'Garrafeira requires wines to be 0.5% higher in alcohol and requires two or more years spent in oak.', 'Tinta Roriz is an indigenous grape to the region. In Spain it is known as Tempranillo.', 'Touriga Nacional, the main component of port, originated in this region.']",4.0,Full-bodied,1.0,Dão Red,Bottle (0.75l),3.5147011,1.6336251,3.6305547,3.3077393,,"Beef, Lamb, Game (deer, venison), Poultry","red_fruit, oak, black_fruit, earth, spices, non_oak, microbio, dried_fruit, floral, vegetal, citrus_fruit, tropical_fruit, tree_fruit"
23,7385918,quinta-da-lixa-altivo-white-2021,172104562,Quinta da Lixa Altivo White 2021,Quinta da Lixa,2021,Portugal,Vinho Verde,Portuguese Vinho Verde White,"Vinho Verde is a widely consumed white wine from Northern Portugal. The wine tends to be made from local grapes such as Alvarinho (Albarino), Loureiro, Arinto, and Azal.

Vinho Verde is a light, refreshing wine with lots of floral and green fruit notes. The wine often has a slight carbonation to it, though not enough that it could be referred to as a sparkling wine.

A Vinho Verde region was established in 1908, though the area didn't receive its Denominação de Origem Controlada (DOC) until 1984. The wine is thought to have originated in the Minho province in the far north of Portugal.

The carbonation in the bottle occurs from a process called malolactic fermentation, and while this is typically considered to be a defect in the wine the Vinho Verde producers found that the consumers rather liked it.

Because of the wine's bracing acidity and oceanic minerality it should be considered to be the ultimate partner to raw shellfish.",0.0,4,3.5,43,4.99,,vc,"Arinto de Bucelas, Loureiro, Alvarinho, Azal, Avesso, Batoca","['Growers quite often plant their vines of telephone poles of large walls in order to grow fruit and vegetables beneath the vines.', 'Vinho Verde is a wine intended to be consumed young.', ""15% of Portugal's natural viticultural area is dedicated to the production of Vinho Verde.""]",1.0,Very light-bodied,2.0,Vinho Verde White,Bottle (0.75l),4.535,1.0,1.5,,,"Shellfish, Vegetarian, Appetizers and snacks","citrus_fruit, tree_fruit"
24,7698759,fiuza-ducado-do-infante-colheita-seleccionada-tinto-2019,172535309,Fiuza Ducado do Infante Colheita Seleccionada Tinto 2019,Fiuza,2019,Portugal,Tejo,Central Portugal Red,,0.0,0,3.6,48,4.99,,vc,,,3.0,Medium-bodied,1.0,Red,Bottle (0.75l),3.0285714,2.157143,3.5238094,3.5761905,,"Beef, Lamb, Game (deer, venison)",
25,1253734,mateus-the-original-rose-nv,164942646,Mateus The Original Rosé,Mateus,N.V.,Portugal,Douro,Northern Portugal Rosé,,3.7,50673,3.7,50673,4.99,,vc,,,3.0,Medium-bodied,4.0,Rosé,Bottle (0.75l),3.2688782,2.217008,2.980083,,,"Shellfish, Appetizers and snacks, Cured Meat","red_fruit, citrus_fruit, tree_fruit, earth, oak, microbio, non_oak, floral, spices, black_fruit, vegetal, tropical_fruit, dried_fruit"
26,7255128,casal-garcia-white-sangria-nv,160438166,Casal Garcia White Sangria,Casal Garcia,N.V.,Portugal,Minho,,,3.8,178,3.8,178,4.99,,vc,,,,,,,Bottle (0.75l),,,,,,,"tropical_fruit, tree_fruit, citrus_fruit, earth"
27,6218577,casal-garcia-sangria-dessert-wine-nv,156654584,Casal Garcia Sangria,Casal Garcia,N.V.,Portugal,Vinho Verde,,,3.9,1127,3.9,1127,4.99,,vc,,,,,,,Bottle (0.75l),,,,,,,"citrus_fruit, red_fruit, tree_fruit, black_fruit, spices, non_oak, oak"
28,1160233,casal-garcia-vinho-rose-nv,164942701,Casal Garcia Vinho Rosé,Casal Garcia,N.V.,Portugal,Vinho de Portugal,,,3.7,16133,3.7,16133,4.99,,vc,,,,,,,Bottle (0.75l),,,,,,,"red_fruit, citrus_fruit, tree_fruit, earth, microbio, oak, tropical_fruit, vegetal, spices, black_fruit, non_oak, floral, dried_fruit"
29,9230822,fonte-real-tinto-2022,175504429,Fonte Real Tinto 2022,Fonte Real,2022,Portugal,Vinho de Portugal,Portuguese Red,,0.0,4,3.8,198,4.99,,vc,,,4.0,Full-bodied,1.0,Red,Bottle (0.75l),3.425,1.615,4.0,2.6950002,,"Beef, Lamb, Game (deer, venison)","non_oak, oak, black_fruit, red_fruit, tropical_fruit, earth"
30,1226459,casal-garcia-vinho-verde-nv,164942621,Casal Garcia Vinho Verde,Casal Garcia,N.V.,Portugal,Vinho Verde,Portuguese Vinho Verde White,"Vinho Verde is a widely consumed white wine from Northern Portugal. The wine tends to be made from local grapes such as Alvarinho (Albarino), Loureiro, Arinto, and Azal.

Vinho Verde is a light, refreshing wine with lots of floral and green fruit notes. The wine often has a slight carbonation to it, though not enough that it could be referred to as a sparkling wine.

A Vinho Verde region was established in 1908, though the area didn't receive its Denominação de Origem Controlada (DOC) until 1984. The wine is thought to have originated in the Minho province in the far north of Portugal.

The carbonation in the bottle occurs from a process called malolactic fermentation, and while this is typically considered to be a defect in the wine the Vinho Verde producers found that the consumers rather liked it.

Because of the wine's bracing acidity and oceanic minerality it should be considered to be the ultimate partner to raw shellfish.",3.8,87919,3.8,87919,4.99,,vc,"Arinto de Bucelas, Loureiro, Alvarinho, Azal, Avesso, Batoca","['Growers quite often plant their vines of telephone poles of large walls in order to grow fruit and vegetables beneath the vines.', 'Vinho Verde is a wine intended to be consumed young.', ""15% of Portugal's natural viticultural area is dedicated to the production of Vinho Verde.""]",1.0,Very light-bodied,2.0,Vinho Verde White,Bottle (0.75l),4.150375,1.7292178,1.6198715,,,"Shellfish, Vegetarian, Appetizers and snacks","citrus_fruit, tree_fruit, earth, tropical_fruit, vegetal, microbio, floral, spices, oak, red_fruit, non_oak, dried_fruit, black_fruit"
31,1207621,casal-garcia-vinho-tinto-estremadura-2018,156160323,Casal Garcia Vinho Tinto 2018,Casal Garcia,2018,Portugal,Lisboa,Southern Portugal Red,"Just like in the north, the red wines of Southern Portugal are experiencing a Renaissance right now. These wines are typically fruity and easy to enjoy.

The regions of Alentejo and Ribatejo are leading the charge making delicious wine that anyone can enjoy.

While Northern Portugal is making amazing wines in small quantities, Southern Portugal is producing delicious, easy-drinking red wines in large quantities.

The region of Alentejo is on the forefront of this movement. The sprawling farms have allowed them to make soft, delicious wines from local grape varieties.

The region of Ribatejo is also making approachable, fun wines, but they use French grapes much more than Alentejo. Cabernet Sauvignon, Syrah, and Merlot are often found along with local grapes. White grapes are still more common in the area, but there is so much potential in the red wines.",3.7,2583,3.6,26877,4.99,,vc,"Baga, Castelao","[""Over half of the world's supply of cork is grown in Portugal."", 'With its bulk wine production, the region of Estremadura produces more wine than any other region in Portugal.', 'The region of Estremadura is known locally as Oeste, which means West.', 'The soil in much of Southern Portugal is alluvial, which is very fertile and perfect for getting lots of fruit.', 'Traditional wine in the Alentejo region is aged in clay pots.', 'A large portion of the wine in Southern Portugal is made in cooperatives that make wine for many producers at the same time.']",4.0,Full-bodied,1.0,Red,Bottle (0.75l),2.9993894,1.8186114,4.015918,3.1929307,,"Beef, Pasta, Veal, Poultry","red_fruit, black_fruit, oak, earth, spices, non_oak, microbio, citrus_fruit, vegetal, tree_fruit, dried_fruit, floral"
32,9262548,fiuza-three-castas-reserva-2020,169015280,Fiuza 3 Castas Reserva 2020,Fiuza,2020,Portugal,Tejo,Central Portugal Red,,3.8,193,3.8,469,4.99,,vc,,,3.0,Medium-bodied,1.0,Red,Bottle (0.75l),2.8134236,2.7568524,3.2599843,2.8703132,,"Beef, Lamb, Game (deer, venison)","black_fruit, red_fruit, oak, spices, non_oak, dried_fruit, earth, microbio"
33,4537649,casal-garcia-vinho-verde-sweet-vinho-verde-nv,143938806,Casal Garcia Vinho Verde Sweet,Casal Garcia,N.V.,Portugal,Vinho Verde,Portuguese Vinho Verde White,"Vinho Verde is a widely consumed white wine from Northern Portugal. The wine tends to be made from local grapes such as Alvarinho (Albarino), Loureiro, Arinto, and Azal.

Vinho Verde is a light, refreshing wine with lots of floral and green fruit notes. The wine often has a slight carbonation to it, though not enough that it could be referred to as a sparkling wine.

A Vinho Verde region was established in 1908, though the area didn't receive its Denominação de Origem Controlada (DOC) until 1984. The wine is thought to have originated in the Minho province in the far north of Portugal.

The carbonation in the bottle occurs from a process called malolactic fermentation, and while this is typically considered to be a defect in the wine the Vinho Verde producers found that the consumers rather liked it.

Because of the wine's bracing acidity and oceanic minerality it should be considered to be the ultimate partner to raw shellfish.",4.1,9961,4.1,9961,4.99,,vc,"Arinto de Bucelas, Loureiro, Alvarinho, Azal, Avesso, Batoca","['Growers quite often plant their vines of telephone poles of large walls in order to grow fruit and vegetables beneath the vines.', 'Vinho Verde is a wine intended to be consumed young.', ""15% of Portugal's natural viticultural area is dedicated to the production of Vinho Verde.""]",1.0,Very light-bodied,2.0,Vinho Verde White,Bottle (0.75l),3.4261065,3.5352082,1.6868194,,,"Shellfish, Vegetarian, Appetizers and snacks","tree_fruit, tropical_fruit, citrus_fruit, earth, floral, microbio, red_fruit, vegetal, dried_fruit, black_fruit, spices"
34,1256623,cadao-tinto-2019,159547521,Cadão Tinto 2019,Cadão,2019,Portugal,Douro,Portuguese Douro Red,"Douro Red wines range in style from light and fruity to lush and smooth to dark and dense with flavors of mature dark fruit, with herbal and schist.

The wines are often and inky purple due to the thickening of the skins from the intense summer heat of the region.

Most of the best made reds from the region come from the larger port houses where the skill of the winemakers go back for generations. The wines tend to be an incredible value for the time being but costs are slowly increasing due to the amazing blends coming from the area.

The first time one sees the Douro region they will always ask themselves, how can wine be made in such rugged terrain. It is also an amazingly beautiful area, with hillsides covered in terraced vineyards. Most larger winemakers have also started converting their areas into tourist destinations and wine hotels.

Grapes include the Touriga Francesa, Tinta Roriz, Touriga Nacional and Tinta Barroca. Older vineyards still contain many less used vine varieties which makes their annual efforts less predictable, but allowing for unexpected surprises yielding unique, complex wines.",3.7,1258,3.5,7254,5.08,,vc,"Touriga Nacional, Tinta Roriz, Touriga Francesa","['The Douro Valley is the home of Port wine.', 'There is evidence as early as the 3rd century AD of winegrowing in the region.', 'Temperatures in the Douro Valley often reach above 100 degrees F in the summer months. This lends to the inky color of the red wines, whose skin is thicker than cool climate grapes.']",5.0,Very full-bodied,1.0,Douro Red,Bottle (0.75l),3.0959191,1.7446392,4.0046015,3.4518764,,"Beef, Pasta, Lamb, Game (deer, venison)","oak, non_oak, black_fruit, earth, red_fruit, spices, microbio, dried_fruit, floral, vegetal, citrus_fruit"
